@relation MarginCurve

@attribute Instance_number numeric
@attribute Margin numeric
@attribute Current numeric
@attribute Cumulative numeric

@data
1202,0.951781,1,1202
1203,0.951785,1,1203
1204,0.9518,1,1204
1205,0.951805,1,1205
1206,0.951828,1,1206
1207,0.951846,1,1207
1208,0.951854,1,1208
1209,0.951896,1,1209
1210,0.951942,1,1210
1211,0.952037,1,1211
1212,0.952045,1,1212
1213,0.952048,1,1213
1214,0.952055,1,1214
1215,0.95213,1,1215
1216,0.95214,1,1216
1217,0.952159,1,1217
1218,0.952165,1,1218
1219,0.952166,1,1219
1220,0.952185,1,1220
1221,0.95221,1,1221
1222,0.952241,1,1222
1223,0.952262,1,1223
1224,0.95231,1,1224
1225,0.952351,1,1225
1226,0.952375,1,1226
1227,0.952412,1,1227
1228,0.952486,1,1228
1229,0.952511,1,1229
1230,0.952627,1,1230
1231,0.952673,1,1231
1232,0.952695,1,1232
1233,0.952732,1,1233
1234,0.952735,1,1234
1235,0.952898,1,1235
1236,0.95294,1,1236
1237,0.953016,1,1237
1238,0.953026,1,1238
1239,0.953041,1,1239
1240,0.953061,1,1240
1241,0.953092,1,1241
1242,0.953103,1,1242
1243,0.953146,1,1243
1244,0.953195,1,1244
1245,0.953228,1,1245
1246,0.953259,1,1246
1247,0.953293,1,1247
1248,0.953313,1,1248
1249,0.953367,1,1249
1250,0.953377,1,1250
1251,0.953391,1,1251
1252,0.953403,1,1252
1253,0.953429,1,1253
1254,0.953487,1,1254
1255,0.953569,1,1255
1256,0.953626,1,1256
1257,0.953628,1,1257
1258,0.953644,1,1258
1259,0.953649,1,1259
1260,0.953681,1,1260
1261,0.953842,1,1261
1262,0.953905,1,1262
1263,0.953959,1,1263
1264,0.953992,1,1264
1265,0.954012,1,1265
1266,0.954025,1,1266
1267,0.954089,1,1267
1268,0.954104,1,1268
1269,0.954132,1,1269
1270,0.954155,1,1270
1271,0.954191,1,1271
1272,0.9542,1,1272
1273,0.954293,1,1273
1274,0.954326,1,1274
1275,0.954338,1,1275
1276,0.954373,1,1276
1277,0.954437,1,1277
1278,0.954484,1,1278
1279,0.9545,1,1279
1280,0.954513,1,1280
1281,0.954521,1,1281
1282,0.954538,1,1282
1283,0.95457,1,1283
1284,0.954606,1,1284
1285,0.954624,1,1285
1286,0.954666,1,1286
1287,0.954707,1,1287
1288,0.954741,1,1288
1289,0.954798,1,1289
1290,0.954803,1,1290
1291,0.954836,1,1291
1292,0.954842,1,1292
1293,0.954842,1,1293
1294,0.954924,1,1294
1295,0.955041,1,1295
1296,0.955071,1,1296
1297,0.955162,1,1297
1298,0.955173,1,1298
1299,0.955184,1,1299
1300,0.955196,1,1300
1301,0.95527,1,1301
1302,0.955295,1,1302
1303,0.955305,1,1303
1304,0.955349,1,1304
1305,0.955374,1,1305
1306,0.955406,1,1306
1307,0.955414,1,1307
1308,0.955472,1,1308
1309,0.955566,1,1309
1310,0.95561,1,1310
1311,0.955616,1,1311
1312,0.955734,1,1312
1313,0.955759,1,1313
1314,0.955761,1,1314
1315,0.955797,1,1315
1316,0.955815,1,1316
1317,0.955867,1,1317
1318,0.955878,1,1318
1319,0.955927,1,1319
1320,0.955972,1,1320
1321,0.956072,1,1321
1322,0.956131,1,1322
1323,0.956198,1,1323
1324,0.956214,1,1324
1325,0.956235,1,1325
1326,0.956307,1,1326
1327,0.956399,1,1327
1328,0.956454,1,1328
1329,0.956567,1,1329
1330,0.956585,1,1330
1331,0.956634,1,1331
1332,0.956674,1,1332
1333,0.956804,1,1333
1334,0.956818,1,1334
1335,0.956819,1,1335
1336,0.95685,1,1336
1337,0.956895,1,1337
1338,0.956942,1,1338
1339,0.956971,1,1339
1340,0.956982,1,1340
1341,0.957019,1,1341
1342,0.957029,1,1342
1343,0.957033,1,1343
1344,0.957068,1,1344
1345,0.957098,1,1345
1346,0.957102,1,1346
1347,0.95715,1,1347
1348,0.957153,1,1348
1349,0.957195,1,1349
1350,0.957221,1,1350
1351,0.957272,1,1351
1352,0.9573,1,1352
1353,0.957315,1,1353
1354,0.957336,1,1354
1355,0.957343,1,1355
1356,0.957417,1,1356
1357,0.957426,1,1357
1358,0.957428,1,1358
1359,0.957433,1,1359
1360,0.95744,1,1360
1361,0.957586,1,1361
1362,0.95761,1,1362
1363,0.957651,1,1363
1364,0.957671,1,1364
1365,0.957701,1,1365
1366,0.957711,1,1366
1367,0.957717,1,1367
1368,0.95774,1,1368
1369,0.957789,1,1369
1370,0.95781,1,1370
1371,0.957818,1,1371
1372,0.957829,1,1372
1373,0.957846,1,1373
1374,0.957874,1,1374
1375,0.957882,1,1375
1376,0.957897,1,1376
1377,0.957968,1,1377
1378,0.957974,1,1378
1379,0.958026,1,1379
1380,0.958093,1,1380
1381,0.958111,1,1381
1382,0.958142,1,1382
1383,0.958166,1,1383
1384,0.958181,1,1384
1385,0.958187,1,1385
1386,0.958229,1,1386
1387,0.958296,1,1387
1388,0.958337,1,1388
1389,0.958378,1,1389
1390,0.95843,1,1390
1391,0.95844,1,1391
1392,0.958446,1,1392
1393,0.958466,1,1393
1394,0.958495,1,1394
1395,0.958547,1,1395
1396,0.958581,1,1396
1397,0.958643,1,1397
1398,0.958662,1,1398
1399,0.958736,1,1399
1400,0.958839,1,1400
1401,0.958841,1,1401
1402,0.958873,1,1402
1403,0.958902,1,1403
1404,0.958931,1,1404
1405,0.958946,1,1405
1406,0.958983,1,1406
1407,0.958984,1,1407
1408,0.958989,1,1408
1409,0.959022,1,1409
1410,0.959041,1,1410
1411,0.959059,1,1411
1412,0.959067,1,1412
1413,0.959069,1,1413
1414,0.95909,1,1414
1415,0.959103,1,1415
1416,0.959115,1,1416
1417,0.959118,1,1417
1418,0.959126,1,1418
1419,0.959138,1,1419
1420,0.959206,1,1420
1421,0.959207,1,1421
1422,0.959235,1,1422
1423,0.959309,1,1423
1424,0.959343,1,1424
1425,0.959351,1,1425
1426,0.959382,1,1426
1427,0.959384,1,1427
1428,0.959391,1,1428
1429,0.959456,1,1429
1430,0.959477,1,1430
1431,0.959496,1,1431
1432,0.95954,1,1432
1433,0.959554,1,1433
1434,0.959567,1,1434
1435,0.959595,1,1435
1436,0.959608,1,1436
1437,0.959651,1,1437
1438,0.959689,1,1438
1439,0.95971,1,1439
1440,0.959738,1,1440
1441,0.959798,1,1441
1442,0.959799,1,1442
1443,0.959807,1,1443
1444,0.959812,1,1444
1445,0.959832,1,1445
1446,0.959848,1,1446
1447,0.959848,1,1447
1448,0.959881,1,1448
1449,0.959906,1,1449
1450,0.959911,1,1450
1451,0.959927,1,1451
1452,0.959931,1,1452
1453,0.959986,1,1453
1454,0.960018,1,1454
1455,0.960029,1,1455
1456,0.960078,1,1456
1457,0.960102,1,1457
1458,0.960149,1,1458
1459,0.960175,1,1459
1460,0.960198,1,1460
1461,0.960219,1,1461
1462,0.960232,1,1462
1463,0.960286,1,1463
1464,0.960287,1,1464
1465,0.960397,1,1465
1466,0.960411,1,1466
1467,0.960443,1,1467
1468,0.960447,1,1468
1469,0.960466,1,1469
1470,0.960467,1,1470
1471,0.960471,1,1471
1472,0.960481,1,1472
1473,0.960485,1,1473
1474,0.960537,1,1474
1475,0.960561,1,1475
1476,0.960578,1,1476
1477,0.960605,1,1477
1478,0.960615,1,1478
1479,0.960641,1,1479
1480,0.960702,1,1480
1481,0.960707,1,1481
1482,0.960715,1,1482
1483,0.960716,1,1483
1484,0.96073,1,1484
1485,0.96076,1,1485
1486,0.960769,1,1486
1487,0.960786,1,1487
1488,0.960913,1,1488
1489,0.960975,1,1489
1490,0.960977,1,1490
1491,0.960979,1,1491
1492,0.960982,1,1492
1493,0.960987,1,1493
1494,0.961004,1,1494
1495,0.961007,1,1495
1496,0.961086,1,1496
1497,0.961121,1,1497
1498,0.96113,1,1498
1499,0.961134,1,1499
1500,0.961137,1,1500
1501,0.961152,1,1501
1502,0.961164,1,1502
1503,0.961164,1,1503
1504,0.961177,1,1504
1505,0.961204,1,1505
1506,0.961218,1,1506
1507,0.961236,1,1507
1508,0.961237,1,1508
1509,0.961293,1,1509
1510,0.961317,1,1510
1511,0.96134,1,1511
1512,0.961347,1,1512
1513,0.961368,1,1513
1514,0.961398,1,1514
1515,0.961434,1,1515
1516,0.961444,1,1516
1517,0.961526,1,1517
1518,0.961566,1,1518
1519,0.961587,1,1519
1520,0.961587,1,1520
1521,0.961628,1,1521
1522,0.961635,1,1522
1523,0.961723,1,1523
1524,0.961735,1,1524
1525,0.961793,1,1525
1526,0.961804,1,1526
1527,0.961805,1,1527
1528,0.961818,1,1528
1529,0.961821,1,1529
1530,0.961856,1,1530
1531,0.961859,1,1531
1532,0.961874,1,1532
1533,0.961876,1,1533
1534,0.961897,1,1534
1535,0.96192,1,1535
1536,0.961949,1,1536
1537,0.961964,1,1537
1538,0.961965,1,1538
1539,0.962019,1,1539
1540,0.962056,1,1540
1541,0.962066,1,1541
1542,0.962073,1,1542
1543,0.962115,1,1543
1544,0.962115,1,1544
1545,0.962116,1,1545
1546,0.962159,1,1546
1547,0.962189,1,1547
1548,0.962219,1,1548
1549,0.962236,1,1549
1550,0.962247,1,1550
1551,0.962284,1,1551
1552,0.962306,1,1552
1553,0.962341,1,1553
1554,0.962345,1,1554
1555,0.962412,1,1555
1556,0.962417,1,1556
1557,0.962425,1,1557
1558,0.962457,1,1558
1559,0.962469,1,1559
1560,0.962473,1,1560
1561,0.962493,1,1561
1562,0.962532,1,1562
1563,0.96254,1,1563
1564,0.962552,1,1564
1565,0.96256,1,1565
1566,0.962576,1,1566
1567,0.96258,1,1567
1568,0.962582,1,1568
1569,0.962629,1,1569
1570,0.962685,1,1570
1571,0.962692,1,1571
1572,0.962703,1,1572
1573,0.96271,1,1573
1574,0.962714,1,1574
1575,0.962749,1,1575
1576,0.962761,1,1576
1577,0.962778,1,1577
1578,0.962798,1,1578
1579,0.962824,1,1579
1580,0.962872,1,1580
1581,0.962917,1,1581
1582,0.962977,1,1582
1583,0.963022,1,1583
1584,0.963033,1,1584
1585,0.963048,1,1585
1586,0.963065,1,1586
1587,0.963093,1,1587
1588,0.963109,1,1588
1589,0.96311,1,1589
1590,0.963177,1,1590
1591,0.963182,1,1591
1592,0.963192,1,1592
1593,0.963213,1,1593
1594,0.963221,1,1594
1595,0.963221,1,1595
1596,0.963235,1,1596
1597,0.963248,1,1597
1598,0.963253,1,1598
1599,0.963255,1,1599
1600,0.963267,1,1600
1601,0.963299,1,1601
1602,0.96333,1,1602
1603,0.963363,1,1603
1604,0.963416,1,1604
1605,0.963476,1,1605
1606,0.963517,1,1606
1607,0.963553,1,1607
1608,0.963564,1,1608
1609,0.963594,1,1609
1610,0.963608,1,1610
1611,0.963629,1,1611
1612,0.963632,1,1612
1613,0.963638,1,1613
1614,0.96364,1,1614
1615,0.963668,1,1615
1616,0.963731,1,1616
1617,0.963733,1,1617
1618,0.963733,1,1618
1619,0.963745,1,1619
1620,0.963755,1,1620
1621,0.963766,1,1621
1622,0.963781,1,1622
1623,0.963791,1,1623
1624,0.963838,1,1624
1625,0.963849,1,1625
1626,0.963876,1,1626
1627,0.963879,1,1627
1628,0.963894,1,1628
1629,0.9639,1,1629
1630,0.963928,1,1630
1631,0.963931,1,1631
1632,0.963944,1,1632
1633,0.963972,1,1633
1634,0.963982,1,1634
1635,0.964003,1,1635
1636,0.964014,1,1636
1637,0.964028,1,1637
1638,0.964068,1,1638
1639,0.964072,1,1639
1640,0.964083,1,1640
1641,0.96411,1,1641
1642,0.964138,1,1642
1643,0.964152,1,1643
1644,0.964169,1,1644
1645,0.964175,1,1645
1646,0.964205,1,1646
1647,0.964207,1,1647
1648,0.96424,1,1648
1649,0.964269,1,1649
1650,0.964286,1,1650
1651,0.964296,1,1651
1652,0.964306,1,1652
1653,0.964372,1,1653
1654,0.964381,1,1654
1655,0.964408,1,1655
1656,0.964421,1,1656
1657,0.964444,1,1657
1658,0.964462,1,1658
1659,0.964506,1,1659
1660,0.964522,1,1660
1661,0.964581,1,1661
1662,0.964587,1,1662
1663,0.964595,1,1663
1664,0.964605,1,1664
1665,0.964612,1,1665
1666,0.964612,1,1666
1667,0.964635,1,1667
1668,0.964647,1,1668
1669,0.964654,1,1669
1670,0.964669,1,1670
1671,0.96468,1,1671
1672,0.964711,1,1672
1673,0.964722,1,1673
1674,0.964742,1,1674
1675,0.964769,1,1675
1676,0.964777,1,1676
1677,0.964785,1,1677
1678,0.964789,1,1678
1679,0.96479,1,1679
1680,0.964798,1,1680
1681,0.964803,1,1681
1682,0.964806,1,1682
1683,0.964808,1,1683
1684,0.964809,1,1684
1685,0.964821,1,1685
1686,0.964821,1,1686
1687,0.964826,1,1687
1688,0.96487,1,1688
1689,0.96488,1,1689
1690,0.96492,1,1690
1691,0.964937,1,1691
1692,0.964942,1,1692
1693,0.96496,1,1693
1694,0.964965,1,1694
1695,0.964972,1,1695
1696,0.964977,1,1696
1697,0.96498,1,1697
1698,0.964991,1,1698
1699,0.965022,1,1699
1700,0.96505,1,1700
1701,0.965061,1,1701
1702,0.965086,1,1702
1703,0.965135,1,1703
1704,0.965148,1,1704
1705,0.965178,1,1705
1706,0.965178,1,1706
1707,0.965185,1,1707
1708,0.965201,1,1708
1709,0.965209,1,1709
1710,0.965224,1,1710
1711,0.965244,1,1711
1712,0.965249,1,1712
1713,0.965298,1,1713
1714,0.9653,1,1714
1715,0.965305,1,1715
1716,0.965315,1,1716
1717,0.965336,1,1717
1718,0.965347,1,1718
1719,0.965357,1,1719
1720,0.965384,1,1720
1721,0.965407,1,1721
1722,0.965413,1,1722
1723,0.965416,1,1723
1724,0.965429,1,1724
1725,0.965448,1,1725
1726,0.965456,1,1726
1727,0.96548,1,1727
1728,0.965499,1,1728
1729,0.965504,1,1729
1730,0.965516,1,1730
1731,0.965522,1,1731
1732,0.965529,1,1732
1733,0.965585,1,1733
1734,0.965599,1,1734
1735,0.965616,1,1735
1736,0.965624,1,1736
1737,0.965642,1,1737
1738,0.965644,1,1738
1739,0.965646,1,1739
1740,0.965651,1,1740
1741,0.965653,1,1741
1742,0.965653,1,1742
1743,0.965656,1,1743
1744,0.965674,1,1744
1745,0.965676,1,1745
1746,0.965683,1,1746
1747,0.965692,1,1747
1748,0.965695,1,1748
1749,0.965714,1,1749
1750,0.965715,1,1750
1751,0.965717,1,1751
1752,0.965761,1,1752
1753,0.965811,1,1753
1754,0.965871,1,1754
1755,0.965878,1,1755
1756,0.965881,1,1756
1757,0.965886,1,1757
1758,0.965904,1,1758
1759,0.965918,1,1759
1760,0.965921,1,1760
1761,0.965958,1,1761
1762,0.966009,1,1762
1763,0.966023,1,1763
1764,0.966031,1,1764
1765,0.966039,1,1765
1766,0.966061,1,1766
1767,0.966065,1,1767
1768,0.966094,1,1768
1769,0.966134,1,1769
1770,0.966154,1,1770
1771,0.966165,1,1771
1772,0.966167,1,1772
1773,0.966171,1,1773
1774,0.966221,1,1774
1775,0.966276,1,1775
1776,0.96628,1,1776
1777,0.96632,1,1777
1778,0.966328,1,1778
1779,0.966357,1,1779
1780,0.966381,1,1780
1781,0.966415,1,1781
1782,0.966462,1,1782
1783,0.966471,1,1783
1784,0.96651,1,1784
1785,0.966516,1,1785
1786,0.966524,1,1786
1787,0.966526,1,1787
1788,0.966552,1,1788
1789,0.966559,1,1789
1790,0.966562,1,1790
1791,0.96659,1,1791
1792,0.966608,1,1792
1793,0.96665,1,1793
1794,0.966657,1,1794
1795,0.966673,1,1795
1796,0.966687,1,1796
1797,0.966707,1,1797
1798,0.966736,1,1798
1799,0.966737,1,1799
1800,0.966758,1,1800
1801,0.966795,1,1801
1802,0.9668,1,1802
1803,0.96681,1,1803
1804,0.966816,1,1804
1805,0.966889,1,1805
1806,0.966967,1,1806
1807,0.967036,1,1807
1808,0.967041,1,1808
1809,0.967073,1,1809
1810,0.967087,1,1810
1811,0.967103,1,1811
1812,0.967107,1,1812
1813,0.967135,1,1813
1814,0.967141,1,1814
1815,0.967152,1,1815
1816,0.967191,1,1816
1817,0.967224,1,1817
1818,0.967249,1,1818
1819,0.967259,1,1819
1820,0.96727,1,1820
1821,0.967275,1,1821
1822,0.967281,1,1822
1823,0.967302,1,1823
1824,0.967319,1,1824
1825,0.967333,1,1825
1826,0.967355,1,1826
1827,0.967358,1,1827
1828,0.967403,1,1828
1829,0.967425,1,1829
1830,0.967433,1,1830
1831,0.96745,1,1831
1832,0.967489,1,1832
1833,0.967495,1,1833
1834,0.967508,1,1834
1835,0.967533,1,1835
1836,0.96755,1,1836
1837,0.967561,1,1837
1838,0.967585,1,1838
1839,0.967587,1,1839
1840,0.967613,1,1840
1841,0.967625,1,1841
1842,0.967632,1,1842
1843,0.967653,1,1843
1844,0.967663,1,1844
1845,0.967676,1,1845
1846,0.967679,1,1846
1847,0.967726,1,1847
1848,0.967754,1,1848
1849,0.967775,1,1849
1850,0.96778,1,1850
1851,0.967786,1,1851
1852,0.967792,1,1852
1853,0.967802,1,1853
1854,0.967809,1,1854
1855,0.96783,1,1855
1856,0.967832,1,1856
1857,0.967834,1,1857
1858,0.96785,1,1858
1859,0.96785,1,1859
1860,0.967859,1,1860
1861,0.967884,1,1861
1862,0.967925,1,1862
1863,0.967945,1,1863
1864,0.967956,1,1864
1865,0.967959,1,1865
1866,0.967977,1,1866
1867,0.968001,1,1867
1868,0.968006,1,1868
1869,0.96801,1,1869
1870,0.968017,1,1870
1871,0.968033,1,1871
1872,0.968037,1,1872
1873,0.968057,1,1873
1874,0.968085,1,1874
1875,0.968085,1,1875
1876,0.968102,1,1876
1877,0.968126,1,1877
1878,0.968126,1,1878
1879,0.968135,1,1879
1880,0.96814,1,1880
1881,0.968145,1,1881
1882,0.968146,1,1882
1883,0.968147,1,1883
1884,0.968189,1,1884
1885,0.96819,1,1885
1886,0.968208,1,1886
1887,0.968217,1,1887
1888,0.968237,1,1888
1889,0.96827,1,1889
1890,0.968274,1,1890
1891,0.968281,1,1891
1892,0.968317,1,1892
1893,0.968334,1,1893
1894,0.968338,1,1894
1895,0.968339,1,1895
1896,0.968341,1,1896
1897,0.968351,1,1897
1898,0.968352,1,1898
1899,0.968361,1,1899
1900,0.968368,1,1900
1901,0.968397,1,1901
1902,0.968398,1,1902
1903,0.968414,1,1903
1904,0.968431,1,1904
1905,0.968434,1,1905
1906,0.968443,1,1906
1907,0.968444,1,1907
1908,0.968451,1,1908
1909,0.968463,1,1909
1910,0.968476,1,1910
1911,0.968482,1,1911
1912,0.968523,1,1912
1913,0.96855,1,1913
1914,0.968556,1,1914
1915,0.96859,1,1915
1916,0.968622,1,1916
1917,0.968622,1,1917
1918,0.968625,1,1918
1919,0.968664,1,1919
1920,0.968665,1,1920
1921,0.968673,1,1921
1922,0.9687,1,1922
1923,0.968724,1,1923
1924,0.968731,1,1924
1925,0.968736,1,1925
1926,0.96879,1,1926
1927,0.968846,1,1927
1928,0.96887,1,1928
1929,0.968898,1,1929
1930,0.968909,1,1930
1931,0.96891,1,1931
1932,0.96893,1,1932
1933,0.968941,1,1933
1934,0.968949,1,1934
1935,0.968965,1,1935
1936,0.96897,1,1936
1937,0.968986,1,1937
1938,0.96899,1,1938
1939,0.969002,1,1939
1940,0.969019,1,1940
1941,0.969022,1,1941
1942,0.969048,1,1942
1943,0.969052,1,1943
1944,0.969052,1,1944
1945,0.969055,1,1945
1946,0.969085,1,1946
1947,0.96909,1,1947
1948,0.969105,1,1948
1949,0.969122,1,1949
1950,0.969123,1,1950
1951,0.969155,1,1951
1952,0.969155,1,1952
1953,0.969161,1,1953
1954,0.969165,1,1954
1955,0.969171,1,1955
1956,0.969203,1,1956
1957,0.969213,1,1957
1958,0.969268,1,1958
1959,0.96928,1,1959
1960,0.969298,1,1960
1961,0.969306,1,1961
1962,0.969335,1,1962
1963,0.969344,1,1963
1964,0.969353,1,1964
1965,0.96936,1,1965
1966,0.969374,1,1966
1967,0.969381,1,1967
1968,0.969408,1,1968
1969,0.969442,1,1969
1970,0.969489,1,1970
1971,0.969515,1,1971
1972,0.969542,1,1972
1973,0.969546,1,1973
1974,0.969556,1,1974
1975,0.969561,1,1975
1976,0.969587,1,1976
1977,0.96959,1,1977
1978,0.969607,1,1978
1979,0.969619,1,1979
1980,0.969647,1,1980
1981,0.969684,1,1981
1982,0.969705,1,1982
1983,0.969736,1,1983
1984,0.969738,1,1984
1985,0.969743,1,1985
1986,0.969758,1,1986
1987,0.969801,1,1987
1988,0.969847,1,1988
1989,0.969868,1,1989
1990,0.969869,1,1990
1991,0.969895,1,1991
1992,0.969897,1,1992
1993,0.969908,1,1993
1994,0.969915,1,1994
1995,0.969919,1,1995
1996,0.96993,1,1996
1997,0.96994,1,1997
1998,0.969947,1,1998
1999,0.969952,1,1999
2000,0.969959,1,2000
2001,0.969969,1,2001
2002,0.969985,1,2002
2003,0.969997,1,2003
2004,0.970012,1,2004
2005,0.97003,1,2005
2006,0.97006,1,2006
2007,0.970061,1,2007
2008,0.970063,1,2008
2009,0.970094,1,2009
2010,0.970106,1,2010
2011,0.970109,1,2011
2012,0.970133,1,2012
2013,0.970137,1,2013
2014,0.970161,1,2014
2015,0.97017,1,2015
2016,0.970198,1,2016
2017,0.970227,1,2017
2018,0.970272,1,2018
2019,0.970282,1,2019
2020,0.970291,1,2020
2021,0.970296,1,2021
2022,0.970329,1,2022
2023,0.970333,1,2023
2024,0.97034,1,2024
2025,0.970352,1,2025
2026,0.970385,1,2026
2027,0.97039,1,2027
2028,0.97043,1,2028
2029,0.97044,1,2029
2030,0.970444,1,2030
2031,0.970448,1,2031
2032,0.970458,1,2032
2033,0.970464,1,2033
2034,0.970477,1,2034
2035,0.970501,1,2035
2036,0.970506,1,2036
2037,0.970519,1,2037
2038,0.970534,1,2038
2039,0.970538,1,2039
2040,0.970574,1,2040
2041,0.970581,1,2041
2042,0.970608,1,2042
2043,0.970642,1,2043
2044,0.970646,1,2044
2045,0.970706,1,2045
2046,0.970759,1,2046
2047,0.970767,1,2047
2048,0.970779,1,2048
2049,0.970811,1,2049
2050,0.970829,1,2050
2051,0.97083,1,2051
2052,0.970845,1,2052
2053,0.970848,1,2053
2054,0.970855,1,2054
2055,0.970855,1,2055
2056,0.97087,1,2056
2057,0.970876,1,2057
2058,0.97092,1,2058
2059,0.970925,1,2059
2060,0.970982,1,2060
2061,0.971005,1,2061
2062,0.971026,1,2062
2063,0.971104,1,2063
2064,0.971119,1,2064
2065,0.971131,1,2065
2066,0.971138,1,2066
2067,0.971151,1,2067
2068,0.971153,1,2068
2069,0.971159,1,2069
2070,0.971169,1,2070
2071,0.97117,1,2071
2072,0.971171,1,2072
2073,0.971174,1,2073
2074,0.971203,1,2074
2075,0.97121,1,2075
2076,0.97123,1,2076
2077,0.971318,1,2077
2078,0.971346,1,2078
2079,0.971393,1,2079
2080,0.971403,1,2080
2081,0.971407,1,2081
2082,0.97141,1,2082
2083,0.971421,1,2083
2084,0.971422,1,2084
2085,0.971423,1,2085
2086,0.971454,1,2086
2087,0.971465,1,2087
2088,0.97147,1,2088
2089,0.971471,1,2089
2090,0.971487,1,2090
2091,0.971498,1,2091
2092,0.971542,1,2092
2093,0.971545,1,2093
2094,0.971593,1,2094
2095,0.971598,1,2095
2096,0.971621,1,2096
2097,0.971629,1,2097
2098,0.971629,1,2098
2099,0.97166,1,2099
2100,0.971667,1,2100
2101,0.971673,1,2101
2102,0.971679,1,2102
2103,0.971693,1,2103
2104,0.971703,1,2104
2105,0.97171,1,2105
2106,0.971715,1,2106
2107,0.971723,1,2107
2108,0.971749,1,2108
2109,0.97175,1,2109
2110,0.97177,1,2110
2111,0.971796,1,2111
2112,0.971803,1,2112
2113,0.971814,1,2113
2114,0.97182,1,2114
2115,0.971824,1,2115
2116,0.971826,1,2116
2117,0.971828,1,2117
2118,0.971844,1,2118
2119,0.971855,1,2119
2120,0.971886,1,2120
2121,0.97189,1,2121
2122,0.971892,1,2122
2123,0.971957,1,2123
2124,0.971957,1,2124
2125,0.971959,1,2125
2126,0.972006,1,2126
2127,0.972041,1,2127
2128,0.972056,1,2128
2129,0.97206,1,2129
2130,0.972063,1,2130
2131,0.972068,1,2131
2132,0.972091,1,2132
2133,0.972097,1,2133
2134,0.972107,1,2134
2135,0.972112,1,2135
2136,0.972119,1,2136
2137,0.972128,1,2137
2138,0.972164,1,2138
2139,0.972171,1,2139
2140,0.972176,1,2140
2141,0.972189,1,2141
2142,0.972208,1,2142
2143,0.972217,1,2143
2144,0.972217,1,2144
2145,0.97222,1,2145
2146,0.972222,1,2146
2147,0.972226,1,2147
2148,0.972226,1,2148
2149,0.972235,1,2149
2150,0.972242,1,2150
2151,0.972244,1,2151
2152,0.97225,1,2152
2153,0.972255,1,2153
2154,0.972257,1,2154
2155,0.97227,1,2155
2156,0.972275,1,2156
2157,0.972289,1,2157
2158,0.972343,1,2158
2159,0.972359,1,2159
2160,0.97237,1,2160
2161,0.972384,1,2161
2162,0.972384,1,2162
2163,0.9724,1,2163
2164,0.972412,1,2164
2165,0.972425,1,2165
2166,0.97243,1,2166
2167,0.97244,1,2167
2168,0.972451,1,2168
2169,0.972456,1,2169
2170,0.972467,1,2170
2171,0.972538,1,2171
2172,0.972542,1,2172
2173,0.972561,1,2173
2174,0.972568,1,2174
2175,0.972574,1,2175
2176,0.972576,1,2176
2177,0.972597,1,2177
2178,0.972603,1,2178
2179,0.972613,1,2179
2180,0.972617,1,2180
2181,0.972623,1,2181
2182,0.972661,1,2182
2183,0.972662,1,2183
2184,0.97267,1,2184
2185,0.972677,1,2185
2186,0.972683,1,2186
2187,0.972684,1,2187
2188,0.972689,1,2188
2189,0.972712,1,2189
2190,0.972713,1,2190
2191,0.972713,1,2191
2192,0.972721,1,2192
2193,0.972744,1,2193
2194,0.972747,1,2194
2195,0.972756,1,2195
2196,0.972761,1,2196
2197,0.972764,1,2197
2198,0.972798,1,2198
2199,0.972798,1,2199
2200,0.972803,1,2200
2201,0.972811,1,2201
2202,0.972814,1,2202
2203,0.972822,1,2203
2204,0.972862,1,2204
2205,0.97287,1,2205
2206,0.972877,1,2206
2207,0.972885,1,2207
2208,0.972897,1,2208
2209,0.97295,1,2209
2210,0.972958,1,2210
2211,0.972959,1,2211
2212,0.972978,1,2212
2213,0.973017,1,2213
2214,0.973027,1,2214
2215,0.973039,1,2215
2216,0.973042,1,2216
2217,0.973047,1,2217
2218,0.97305,1,2218
2219,0.973065,1,2219
2220,0.973072,1,2220
2221,0.973077,1,2221
2222,0.973084,1,2222
2223,0.973092,1,2223
2224,0.97311,1,2224
2225,0.973124,1,2225
2226,0.973131,1,2226
2227,0.973135,1,2227
2228,0.973139,1,2228
2229,0.973158,1,2229
2230,0.973161,1,2230
2231,0.973163,1,2231
2232,0.973164,1,2232
2233,0.973175,1,2233
2234,0.973192,1,2234
2235,0.973202,1,2235
2236,0.973202,1,2236
2237,0.973216,1,2237
2238,0.973216,1,2238
2239,0.973222,1,2239
2240,0.973252,1,2240
2241,0.973253,1,2241
2242,0.973254,1,2242
2243,0.973261,1,2243
2244,0.973276,1,2244
2245,0.973285,1,2245
2246,0.973294,1,2246
2247,0.973307,1,2247
2248,0.973313,1,2248
2249,0.973333,1,2249
2250,0.97334,1,2250
2251,0.973345,1,2251
2252,0.973345,1,2252
2253,0.973349,1,2253
2254,0.973363,1,2254
2255,0.973364,1,2255
2256,0.973368,1,2256
2257,0.973371,1,2257
2258,0.973374,1,2258
2259,0.973391,1,2259
2260,0.973392,1,2260
2261,0.973407,1,2261
2262,0.973429,1,2262
2263,0.97343,1,2263
2264,0.973437,1,2264
2265,0.973438,1,2265
2266,0.97344,1,2266
2267,0.973453,1,2267
2268,0.973478,1,2268
2269,0.973495,1,2269
2270,0.973495,1,2270
2271,0.973533,1,2271
2272,0.973541,1,2272
2273,0.97355,1,2273
